name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths
PetRussian#1853832,732,8588,0.7723021582733813,20,140,30,110,22923,2092,1504,4.226262626262627,495,1479,140593,2421272,141.38546845124284,163516,11120
DutchBro101#5678319,68,659,0.9969742813918304,10,13,11,0,2110,136,132,2.1587301587301586,63,112,3834,75485,96.6485294117647,5944,661
Voids-_-Times#5188154,0,2,0.6666666666666666,0,1,0,0,0,2,0,2.0,0,0,0,3000,0.0,0,3
jimmyntrn123#7265469,290,2471,0.9724517906336088,2,165,8,111,26,1288,453,644.0,2,248,183,3402320,0.1956521739130435,209,2541
Quasimoto#4762558,122,1336,0.7863449087698646,6,93,3,111,509,711,257,177.75,4,159,2224,1419225,4.291983122362868,2733,1699
jjrdk4,167,3531,1.2991169977924946,13,144,6,111,4388,814,707,30.14814814814815,27,358,15925,2551675,26.867321867321863,20313,2718
GeT_DesTroYeD439#8882692,71,1865,0.9718603439291298,14,26,6,9,7688,143,352,2.1029411764705883,68,360,41094,245589,304.2755244755245,48782,1919
sanima34#5689127,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
thrasherboi4ever#7579377,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
nicocrack120#3055300,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,400,0.0,0,2
xbL#1857429,0,0,0.0,0,1,0,17,0,0,0,0.0,0,0,0,0,0.0,0,0
jahyoot,957,11005,0.8347239077669902,14,106,12,110,43102,1718,1164,2.931740614334472,586,2158,171554,1635362,311.2791618160652,214656,13184
Kowzyy#1392788,211,7019,1.3183696468820436,17,137,9,110,10934,973,1418,5.8969696969696965,165,851,51259,2331004,86.72744090441931,62193,5324
GaubanG#1753126,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
vertilo818#5736609,366,7393,0.9336953776206112,13,86,14,110,12335,694,1198,3.4874371859296476,199,1357,93984,1320682,183.82824207492803,106319,7918
DajwetYT#7632829,15,24,0.6153846153846154,1,4,0,6,19,15,7,15.0,0,4,187,12925,23.16,206,39
getoutofmyface#7914894,5,585,0.9256329113924052,2,30,2,10,38,124,72,124.0,0,3,298,321698,2.588709677419355,336,632
LeafyKibbles959#3586335,510,16556,0.9088214305319208,15,146,14,110,54532,1239,2956,2.054726368159204,603,3336,258710,2637626,259.8489104116224,313242,18217
Jincar#7728971,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
b_peek_798#7382601,284,5682,0.7518856689162366,11,53,18,4,28963,711,1558,4.109826589595376,173,1683,106422,891850,250.3831223628692,135385,7557
davidp656728#5900551,7,47,0.27167630057803466,4,3,1,0,210,12,8,2.4,5,35,2069,9510,322.5,2279,173
JustTrobe#8232705,0,0,0.0,0,1,0,110,0,2,0,2.0,0,0,0,350,0.0,0,7
LCD#6383035,3519,59563,0.8773715531463587,19,297,20,111,200845,7479,7638,1.9970627503337783,3745,12300,965775,9062157,330.61620537505013,1166620,67888
aLlEz#6592097,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Sno0w#5116023,1,5,0.7142857142857143,0,1,0,0,0,3,1,3.0,0,0,0,2592,0.0,0,7
koala750mortel#3459351,22,4604,1.0199379707576428,8,169,4,111,1274,1473,984,147.3,10,675,6570,3560797,5.10061099796334,7844,4514
CSO_TEEYT#1978844,39,433,1.0188235294117651,8,13,4,110,1325,68,76,4.533333333333333,15,55,6036,81476,120.78529411764707,7361,425
TWILL_#8779354,507,10074,0.8706248379569613,11,87,9,110,17239,886,1872,3.5298804780876494,251,1174,62795,1342331,225.47404063205414,80034,11571
Rocket1227#5915450,339,7740,0.8652878703186138,11,172,5,111,3129,1852,1582,24.051948051948052,77,703,28418,3717052,23.00993520518359,31403,8945
DeyvsonStrife#6778065,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,2
luckytbaldino#9685111,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
anon12823578#1975965,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Stu332#4367651,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Dedey011#5948680,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Pyroboy5784#3932074,0,2,0.6666666666666666,0,2,0,110,0,2,0,2.0,0,0,0,4102,0.0,0,3
G4B lyv#4289403,5,9,0.1914893617021277,1,2,0,0,2,9,0,9.0,0,3,10,5375,13.0,12,47
GlockYaDown97#6408861,0,3,0.6,0,1,0,0,0,3,1,3.0,0,0,0,1250,0.0,0,5
xXLTCupcakeXx,24,364,1.0581395348837208,11,10,4,0,484,47,49,3.9166666666666665,12,24,2353,51755,312.2808510638298,2837,344
VictorPani10#2810068,607,12131,0.895078580388106,11,177,8,111,32107,1883,1831,6.872262773722628,274,2014,172202,3930717,103.33223579394584,204309,13553
Tink31794#6650942,0,39,0.4534883720930232,0,6,0,0,0,28,9,28.0,0,0,0,24865,0.0,0,86
Jamin0420#6398568,337,3586,0.7321355655369539,10,50,10,111,10674,801,544,3.640909090909091,220,555,47004,804201,148.3078651685393,57678,4898
Angelo21299#7990114,174,3656,0.9158316633266532,15,40,9,110,14473,436,779,2.4914285714285715,175,703,85861,522714,230.05458715596333,100334,3992
andreolli#7708532,1,41,0.9318181818181818,5,6,0,0,98,16,10,16.0,0,3,301,23704,20.2125,399,44
J27r#4147288,0,119,0.6574585635359116,0,12,1,110,0,68,20,68.0,0,55,0,69060,0.0,0,181
juznatribina1970#4773578,0,26,0.2921348314606741,0,3,1,110,0,22,4,22.0,0,15,0,10812,0.0,0,89
R3tr0#7707132,4,501,0.8253706754530478,5,42,4,63,390,222,74,44.4,5,27,2015,572800,9.308108108108106,2405,607
elchusis#2593484,74,533,0.6345238095238095,6,23,7,21,2315,95,111,4.75,20,174,15924,196810,109.07368421052631,18239,840
giggitys#9179932,545,10744,0.9312646268527348,17,104,50,110,39418,1117,1844,2.5386363636363645,440,2111,167626,1596192,252.0053715308863,207044,11537
Frengers1998#2768367,7,165,0.7932692307692307,5,7,1,13,598,11,32,3.6666666666666665,3,58,2523,29390,301.30909090909086,3121,208
ttv_swavy10#1088254,421,1445,0.76657824933687,9,51,6,110,1406,637,363,22.75,28,120,7274,851230,31.9403453689168,8680,1885
Strife-Six,0,2,1.0,0,1,0,0,0,1,1,1.0,0,0,0,900,0.0,0,2
Micoo_63#8781678,83,2266,0.8772744870305846,16,51,6,111,7233,452,383,10.511627906976743,43,653,28039,822030,77.52212389380531,35272,2583
hhgh#4185342,6,102,0.4951456310679612,4,8,4,110,196,34,19,4.25,8,21,1841,35423,143.25882352941176,2037,206
itachi#5827893,0,97,0.923809523809524,0,13,4,111,0,57,17,57.0,0,84,0,79065,0.0,0,105
Miztress Zombie#8214431,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
ibr_ahim06#7916315,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,2
JDlindsay#8817801,711,13564,1.0239299464029592,13,121,12,110,49050,1208,2062,2.8899521531100483,418,3240,222905,1933309,234.99735099337747,271955,13247
S1806Oliver#3355454,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,100,0.0,0,2
icicle_df#8753477,3,260,1.0970464135021096,7,13,2,6,503,47,67,11.75,4,22,3164,77606,47.50212765957447,3667,237
Milobanos72#7517638,5,4,0.4444444444444444,0,1,0,0,0,5,0,5.0,0,0,0,1400,0.0,0,9
Doctor_Kompot#5130686,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
eddieecuellar#6232606,128,4030,1.0894836442281697,16,40,14,110,14841,324,564,2.25,144,794,51860,529240,228.5444444444444,66701,3699
WalkerHz#3198307,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
mateo21k_#4185352,0,10,0.15151515151515152,0,2,0,0,0,26,1,26.0,0,0,0,6175,0.0,0,66
WangsOut01#5170237,72,3324,1.0243451463790447,13,42,8,110,10945,198,497,1.9038461538461533,104,747,49725,566185,318.4848484848485,60670,3245
bannana panda64#5880079,284,9758,0.8368064488465826,12,101,9,111,27691,689,1883,2.4346289752650176,283,2403,119360,1549395,254.36603773584903,147051,11661
Wluczykij1988#9793528,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,2
Don_Guerra04#3423306,39,1600,0.9569377990430622,8,44,5,38,4284,274,303,6.523809523809524,42,291,20492,630908,90.20583941605837,24776,1672
Hagen#2592855,0,35,0.7954545454545454,0,6,1,111,0,25,4,25.0,0,17,0,26500,0.0,0,44
Not-yan333#8399938,1,3,1.5,0,1,0,0,0,1,0,1.0,0,0,0,1400,0.0,0,2
Venom3738#5338665,5,30,0.2777777777777778,2,2,1,110,127,7,1,7.0,1,10,1955,6110,290.0571428571429,2082,108
RuthlessMING#6062357,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
MoldyMilkLover34#5849713,32,289,0.3155021834061135,4,9,3,0,665,46,58,3.5384615384615383,13,47,4468,42120,289.5782608695652,5133,916
PotentiallyXaos,94,4335,1.3466915191053122,19,41,14,40,18914,275,770,1.8835616438356164,146,867,72972,537835,267.56727272727267,91886,3219
Christian2017Tex#9602617,2,10,0.5882352941176471,3,1,1,0,16,4,2,4.0,1,1,25,1075,55.2,41,17
satilitdishwashr#1605506,2,16,0.4571428571428571,3,1,1,0,69,3,2,3.0,1,8,497,2125,230.8,566,35
DIEHARDRACER36#1388147,94,2518,0.8740020826102048,12,32,7,7,11038,206,475,2.168421052631579,95,684,59267,346760,362.01553398058263,70305,2881
xsg_sin#8230783,0,5,0.16129032258064516,0,2,0,110,0,13,1,13.0,0,1,0,3950,0.0,0,31
46ct,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
hiddentechno#6892073,9,50,0.8771929824561403,2,9,0,1,2,29,22,29.0,0,0,0,43850,7.406896551724138,2,57
ilyesjsk06#4669067,16,39,0.3714285714285713,2,5,1,0,52,25,9,25.0,1,6,308,19120,46.512,360,105
Missak-Ant#2385272,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
anon94916160#1248157,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
SpazzyChazzy1#3685694,1,148,0.4077134986225896,2,20,3,15,165,124,16,41.333333333333336,3,11,710,153043,10.248387096774193,875,363
SUN_OF_A_BEACH25,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Slittysynsir#2464738,20,201,0.547683923705722,7,10,4,110,605,58,48,5.2727272727272725,11,54,3956,50980,137.1103448275862,4561,367
eliver_7890#8661547,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
guizao23#6674996,21,333,0.43359375,2,30,2,110,26,338,63,338.0,0,49,109,322263,0.7242603550295859,135,768
大帅财#1286178,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
R3CTCru33077#1645673,0,4,0.18181818181818185,0,1,0,110,0,7,1,7.0,0,4,0,2490,0.0,0,22
weav_13#1674785,348,16220,0.9380602625643398,16,183,11,110,43075,2109,3499,6.258160237388724,337,3546,163545,4192203,92.41792318634424,206620,17291
iTz Carlit0s#6152832,9,242,0.8929889298892989,0,20,3,110,0,121,53,121.0,0,42,0,156153,0.0,0,271
CF Pxzito#4840851,49,1534,1.031607262945528,8,27,7,5,6800,106,207,2.12,50,396,30365,255260,206.54150943396226,37165,1487
FireToaster6134#6244699,0,11,0.4583333333333333,0,3,0,110,0,13,3,13.0,0,0,0,10395,0.0,0,24
PixelyPlazma#2151886,117,4166,0.8986194995685937,11,44,10,110,15746,305,992,2.060810810810811,148,892,62915,627006,264.02163934426227,78661,4636
KamikaziMoose#3579853,4,42,0.8076923076923077,5,2,2,0,152,9,9,1.8,5,9,852,4775,106.2,1004,52
UkraineSaiyan#3810058,20,259,0.7442528735632183,6,12,2,110,775,49,47,9.8,5,43,4138,74995,104.51020408163264,4913,348
humanpolarbear#9108073,0,5,0.5,0,1,0,0,0,5,0,5.0,0,0,0,2650,0.0,0,10
Master#2556096,470,9038,0.9928594968691641,25,99,9,41,21646,961,1345,2.321256038647343,414,2179,101822,1523971,146.38688865764829,123468,9103
the_hollyster#9796860,91,1004,0.9383177570093458,15,26,18,9,3317,208,179,3.2,65,244,34340,237845,218.9192307692308,37657,1070
rallying_oval771#4436708,2,12,0.206896551724138,3,2,3,0,16,13,1,4.333333333333333,3,1,505,3525,114.50769230769232,521,58
xXxPR3DATOR#6075491,323,8927,1.0161639157655094,14,85,12,110,24513,708,1364,2.565217391304348,276,1363,135677,1307991,257.22627118644067,160190,8785
今晚我来搞#4268210,0,0,0.0,0,1,0,17,0,0,0,0.0,0,0,0,0,0.0,0,0
Baby Pluto#9935815,974,30400,1.2046283087652558,24,200,10,111,92828,2070,4548,2.4909747292418767,831,5832,334829,4909894,217.02985507246376,427657,25236
Kalem#1808520,24,270,0.5567010309278351,6,10,3,0,748,58,35,3.2222222222222223,18,53,6194,50060,318.65172413793107,6942,485
XxETxxX#1881233,287,6598,0.9385490753911808,11,61,8,39,26891,495,1317,2.9819277108433737,166,1603,122536,1024615,224.71757575757576,149427,7030
Txengeez#4163511,0,8,0.3636363636363637,0,2,0,110,0,11,0,11.0,0,1,0,7100,0.0,0,22
EvilGenius13#3069213,0,11,0.6470588235294118,0,4,0,12,0,10,4,10.0,0,0,0,13650,0.0,0,17
twartsly#6942236,3,225,1.5957446808510638,17,8,6,0,803,20,31,1.5384615384615383,13,28,3576,36635,237.84,4379,141
Eimo#2528837,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Krox#7640270,266,9943,1.0096466287571078,13,148,10,111,29058,1058,2136,3.8754578754578763,273,2096,117184,2692082,128.77485822306238,146242,9848
Fushilossom#7027189,0,5,0.13513513513513514,0,1,0,110,0,19,2,19.0,0,8,0,3450,0.0,0,37
Yourdaddy12#2905883,0,316,0.5553602811950791,0,28,2,110,0,252,63,252.0,0,96,0,273131,0.0,0,569
hHmM#4917398,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
CarlyUva2392#5796869,0,38,0.6333333333333333,0,5,1,0,0,20,6,20.0,0,0,0,21337,0.0,0,60
general waste#6895114,13,162,0.6923076923076923,6,5,2,0,706,26,22,2.1666666666666665,12,33,5766,20655,348.6923076923077,6472,234
68#9931432,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
XXXTENTACION#5582814,164,4442,0.956297093649085,14,50,24,31,14406,521,1001,3.0647058823529414,170,869,65752,809513,139.93013435700576,80158,4645
WOLFWAR_1106#2548706,296,9066,0.7732196162046908,13,200,6,113,11980,2462,1570,17.712230215827336,139,1350,71737,4905799,26.57668562144597,83717,11725
pymdragon#5685104,18,34,0.2537313432835821,3,2,2,0,135,22,8,5.5,4,16,1430,6075,157.0636363636364,1565,134
CrimsonNight#7218001,171,3086,0.9906902086677368,14,43,10,26,12790,374,400,2.5616438356164384,146,862,57243,588219,253.392513368984,70033,3115
XRufyX,108,3219,1.0547182175622545,15,32,24,3,12156,233,589,2.1376146788990824,109,447,46449,357180,277.2128755364807,58605,3052
yn_Lawson#5548183,131,3045,0.9038290293855744,13,37,8,110,9307,290,519,2.612612612612613,111,483,32201,462590,229.98,41508,3369
AlexC1838#6065295,464,11355,0.9668767029972752,13,157,7,111,26867,1266,1472,5.754545454545455,220,2329,141132,3083283,92.63649289099527,167999,11744
FurryCoder87771#8437293,50,989,0.6384764364105875,7,23,5,110,3323,149,163,3.4651162790697674,43,240,18701,202417,192.4751677852349,22024,1549
U_DRx_#5403725,0,113,0.4650205761316872,0,12,0,111,0,92,24,92.0,0,75,0,74830,0.0,0,243
CoziestDiamond2#7583218,59,731,0.4834656084656085,7,18,6,6,2914,124,174,2.431372549019608,51,182,17967,137726,324.0338709677419,20881,1512
Reflex#8673705,679,25258,1.1632126738509718,18,180,13,111,76251,1510,2984,2.3892405063291138,632,5295,252838,4070000,222.4358940397351,329089,21714
lvelez1#9961141,439,8597,0.8301467748165314,15,160,9,111,25913,1880,1370,6.3299663299663305,297,1745,133079,3199428,82.36404255319148,158992,10356
날동이#4775901,43,826,0.9249720044792832,8,18,4,13,3629,68,156,2.72,25,217,17355,127925,281.1264705882353,20984,893
PakistanFlow#6848963,2,5,0.4545454545454545,0,1,0,0,0,6,0,6.0,0,0,0,3475,0.0,0,11
mariete12#4213519,2,14,0.3181818181818182,4,1,1,0,38,3,4,3.0,1,4,277,2680,340.6,315,44
coluna ferreira#7686336,1,19,0.3584905660377358,0,6,0,110,0,23,0,23.0,0,9,78,22550,7.069565217391304,78,53
Anivia#7393555,4,150,0.5208333333333334,4,7,10,0,719,17,23,1.3076923076923077,13,54,3767,30890,308.08235294117645,4486,288
阿杰哥哥#4397620,3,34,0.576271186440678,5,2,3,0,134,11,6,1.8333333333333333,6,7,779,5281,328.85454545454536,913,59
Kennys#2612737,0,0,0.0,0,1,0,21,0,0,0,0.0,0,0,0,0,0.0,0,0
GuillermoPlay64#8482042,0,47,0.5465116279069767,0,7,0,110,0,27,8,27.0,0,23,0,29241,0.0,0,86
RicoP33#8756696,575,10451,0.6488483268144285,9,249,13,111,7433,4356,1607,35.41463414634146,123,1453,42802,7030030,14.00137741046832,50235,16107
没钱玩呢吗哔#5971909,11,183,0.8433179723502304,10,7,3,5,775,31,15,3.4444444444444446,9,53,4958,30745,171.30967741935484,5733,217
Holydiver#3952175,0,277,1.0905511811023625,7,28,2,110,57,116,47,58.0,2,29,652,285729,6.6775862068965495,709,254
Jaumzera#9982519,461,25764,1.3878474466709756,22,174,17,100,40673,996,3226,2.663101604278076,374,2401,237087,3776421,214.41987951807232,277760,18564
HtL ST33ZY#6775411,64,1813,0.8576158940397351,9,26,8,9,6282,160,292,1.702127659574468,94,400,24226,250710,331.55625,30508,2114
kartracer021,26,378,0.8025477707006371,8,10,4,0,1180,47,98,2.764705882352941,17,129,7379,52815,262.4680851063829,8559,471
jubilo_locativo#3882078,0,49,0.5051546391752577,0,6,0,110,0,51,9,51.0,0,15,0,25750,0.0,0,97
Hopper#9252246,108,820,0.949074074074074,9,31,2,21,1165,157,131,15.7,10,72,4833,334231,29.163057324840764,5998,864
RICKYBUTTER2207#4646823,5,21,0.25925925925925924,4,2,1,0,87,7,0,3.5,2,6,721,5060,307.0285714285713,808,81
xxxLqBOoss#7519765,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
eric8a3815#8363902,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
EpicE#7325960,18,183,0.3952483801295896,6,8,12,0,845,46,54,1.84,25,65,4469,38110,249.208695652174,5314,463
SuPeRzZ HD#1812640,0,0,0.0,0,1,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0
KSiS7#8799671,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Pistenpiranha#4434201,21,200,1.0416666666666667,5,8,3,0,780,31,19,4.428571428571429,7,31,2750,40795,129.1354838709677,3530,192
Golden Freddy#7659026,231,5539,1.0742823894491853,15,50,9,10,18549,461,907,2.2378640776699035,206,822,74042,792117,226.65162689804768,92591,5156
JugoFN#1106955,2,251,1.3141361256544504,12,12,3,0,365,42,59,10.5,4,32,1229,70514,42.41428571428572,1594,191
mariano2626#1433651,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
ProjectMaccin110#3465666,231,3586,0.8668116992990089,12,111,4,111,2752,940,730,33.57142857142857,28,497,19420,1736539,18.19723404255319,22172,4137
Barthmel#2064600,0,7,0.5833333333333334,0,2,0,110,0,4,0,4.0,0,6,0,5950,0.0,0,12
XxLukitroNxX#7557129,42,63,0.7241379310344828,0,8,0,12,0,43,11,43.0,0,0,0,41775,0.0,0,87
vbenzinger#8317094,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
sirjuan,601,11738,0.861820851688693,36,160,53,70,46056,2039,2157,2.12839248434238,958,4154,177040,3199486,186.92780774889653,223096,13620
lucas0511#3715220,0,1,0.14285714285714285,0,1,0,110,0,3,0,3.0,0,2,0,700,0.0,0,7
Xtaka99,0,0,0.0,0,1,0,110,0,1,0,1.0,0,0,0,500,0.0,0,2
Sovr#5859784,28,406,1.1666666666666667,12,13,4,0,1496,49,85,2.8823529411764706,17,64,7859,75779,219.061224489796,9355,348
slipperyglock#2897856,0,5,0.13513513513513514,0,3,0,0,0,18,1,18.0,0,0,0,9225,0.0,0,37
The Toad#1813352,4,225,0.9036144578313252,5,11,4,5,419,30,50,5.0,6,33,1554,58460,85.4,1973,249
FaZe_Wuason#1587454,52,1245,1.0113728675873277,11,33,6,110,3515,179,183,6.392857142857142,28,296,14042,367795,93.08715083798883,17557,1231
Phillip#9315911,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
KingBosss21#8522313,447,4248,0.9507609668755596,11,114,11,110,8812,1022,716,6.636363636363638,154,626,39459,1786015,57.813698630137,48271,4468
B_Smis#3028067,108,2348,0.8607038123167156,10,33,11,17,9261,231,315,2.2,105,446,37203,369395,304.6805194805195,46464,2728
Skilled_Chaos#4692025,425,14449,1.022431361449193,26,137,22,110,32122,981,2438,2.5414507772020727,386,1880,97969,2337864,241.85932721712533,130091,14132
똥묻은똥구멍#9590512,1,27,0.9642857142857144,5,2,2,0,119,3,5,1.5,2,12,730,4375,161.0,849,28
AceofSpades#2630802,33,698,0.8470873786407767,9,16,7,3,2863,81,106,2.4545454545454546,33,124,10629,107581,278.6,13492,824
Im_Mentah#7022765,0,600,1.0101010101010102,0,37,1,113,0,239,136,239.0,0,133,0,464732,0.0,0,594
DuKeEe55_#9631070,7,35,0.8536585365853658,4,4,2,0,71,9,3,4.5,2,4,298,13530,66.66666666666667,369,41
caw_da_amblance#1210165,138,410,0.5209656925031766,10,20,3,10,1508,191,90,31.83333333333333,6,96,7682,153355,38.19267015706807,9190,787
Vallkill#4912827,40,139,0.4005763688760807,6,8,4,2,423,72,15,5.538461538461538,13,34,3930,41539,141.7,4353,347
Exotic Booty#4314593,304,5488,0.552001609334138,9,53,8,13,15569,616,893,2.464,250,842,84398,897130,276.76655844155846,99967,9942
spm_abomb,54,1442,0.9369720597790772,10,25,7,6,5354,131,368,2.471698113207548,53,276,19726,223725,225.09618320610687,25080,1539
anon69500511#1453074,17,148,0.5174825174825175,4,8,9,0,418,30,31,2.5,12,43,953,39249,225.94,1371,286
Skiets_AHX#8633504,3,73,0.5069444444444444,5,8,1,0,56,63,12,31.5,2,5,299,40105,19.67619047619048,355,144
doglos#8794757,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Its MattMan69#1359113,91,2209,0.9304970513900592,11,32,6,12,10508,209,260,2.6455696202531644,79,593,46483,341668,245.86794258373212,56991,2374
ZappiestPluto51#4729761,460,20211,1.2267678300455236,24,147,11,1,59436,1037,3565,1.9168207024029569,541,3749,195422,2651990,250.06518804243007,254858,16475
Exotic_iz_daddy#1174348,544,9013,0.9565909573338994,13,83,10,111,14425,1098,1561,3.024793388429752,363,627,79771,1278942,209.24207650273223,94196,9422
BO8OM8,15,306,0.7948051948051948,6,8,5,1,1538,37,57,1.761904761904762,21,71,5544,39715,305.18918918918916,7082,385
PureTrigg#3987919,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
orelperets660#8567546,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,1
UK For Life35#5305721,13,16,0.2909090909090909,1,3,0,0,5,14,6,14.0,0,1,46,7940,23.1,51,55
husing#2130979,107,989,0.7325925925925926,7,29,5,10,2471,144,247,3.891891891891892,37,209,17066,294480,104.99583333333334,19537,1350
Kimbley#9545763,0,35,0.5555555555555556,0,5,0,0,0,23,5,23.0,0,0,0,20218,0.0,0,63
K-B-52#9545142,0,0,0.0,0,1,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0
Nawsen#5869218,2,23,0.5897435897435898,3,1,0,0,77,2,6,2.0,0,4,519,3130,296.4,596,39
G3NeRiiC#6149085,110,2334,0.985641891891892,13,33,7,10,8460,238,407,2.3564356435643563,101,514,31863,363660,259.4596638655462,40323,2368
DennisNr47#4478803,0,18,0.5294117647058824,0,5,0,0,0,15,6,15.0,0,0,0,17675,0.0,0,34
RandyMarsh#1826066,759,27120,0.9506449803701628,18,204,13,111,63612,1783,3424,2.618208516886931,681,7393,289343,5094955,237.02153673583848,352955,28528
FlyingCactus85#7687173,0,56,0.9491525423728814,0,8,0,111,0,29,12,29.0,0,29,0,39675,0.0,0,59
broncofan1058#4886179,5,2,0.125,0,1,0,0,0,11,0,11.0,0,0,0,2350,0.0,0,16
poxamteus#1254265,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
5WHYYY,3,81,0.7864077669902912,0,14,1,23,0,51,17,51.0,0,0,0,92225,0.0,0,103
hamis254-yt#2657177,0,12,0.6,0,2,0,2,0,5,5,5.0,0,0,0,6801,0.0,0,20
Superzits,662,22085,1.0472284129166864,19,201,13,111,56603,1685,3723,3.695175438596491,456,3987,229829,4946488,163.3620178041543,286432,21089
abovereal#9308272,1,1,0.5,0,1,0,0,0,1,0,1.0,0,0,0,525,0.0,0,2
KnaidelFrog8647#2971755,45,1169,0.8595588235294118,10,23,5,110,4193,93,214,2.735294117647059,34,279,20788,199490,235.43225806451613,24981,1360
Skelevra#2429467,826,25187,1.1583425312729951,19,349,11,111,69641,2912,4127,5.578544061302682,522,4338,323167,11311835,93.65027472527471,392808,21744
mito2019jos#3787468,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
皇爷#6872041,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
BILLZBUBS#1889472,10,7,0.3684210526315789,0,2,0,0,0,10,1,10.0,0,0,0,4725,0.0,0,19
DarkSoul#4443404,0,0,0.0,0,1,0,0,0,10,0,10.0,0,0,73,1675,10.62,73,21
JessXpress#4530800,95,1624,0.7796447431589054,8,24,7,10,6997,217,228,2.237113402061856,97,364,34536,220970,248.53548387096768,41533,2083
ob-LIV-iouzZ#1836526,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0
Xean_Vayns,15,222,1.0935960591133005,7,12,4,110,661,45,37,9.0,5,37,2914,70660,59.94666666666667,3575,203
MDUBES123#9117916,0,19,0.3015873015873016,0,4,0,110,0,33,1,33.0,0,12,0,14685,0.0,0,63
Juulian Edelman#1223821,364,11331,0.9668088737201364,15,112,19,111,45398,810,1438,2.0454545454545454,396,2615,191186,1755950,269.3377777777779,236584,11720
Adalwolf#5150248,118,311,1.182509505703422,4,25,3,77,176,121,49,40.333333333333336,3,19,665,236687,6.624793388429753,841,263
r_bamf_t,12,264,0.8148148148148148,10,7,3,0,1002,27,36,2.0769230769230766,13,42,3751,33190,284.02222222222224,4753,324
PlungerFace7987#6850818,7,126,0.3705882352941177,4,6,6,0,337,29,13,1.8125,16,36,2162,22840,253.51034482758618,2499,340
AdaoBMF,257,1832,0.7241106719367589,8,41,5,33,5380,314,255,6.038461538461537,52,329,33591,551874,108.03821656050957,38971,2530
stickos#1415761,199,6721,0.9774578243164632,22,104,9,111,22073,721,1155,4.774834437086093,151,1815,101906,1595695,113.4499306518724,123979,6876
